tpep_pickup_datetime,tpep_dropoff_datetime,PULocationID,DOLocationID,day
832,906,27,6,2
1013,1042,22,19,27
306,386,29,1,13
209,253,22,10,23
1302,1353,11,24,31
1374,1393,26,24,22
368,395,15,23,15
1114,1133,8,3,10
1018,1029,9,15,24
502,563,25,2,22
1102,1130,6,11,20
852,867,15,20,2
1375,1400,8,16,7
373,403,3,11,24
41,94,5,21,24
676,702,25,20,27
523,584,11,26,22
802,861,25,8,3
1297,1330,16,4,11
1376,1390,13,19,3
151,153,10,9,19
367,383,13,10,29
206,234,10,20,16
524,549,21,16,8
383,398,27,25,29
403,493,4,30,6
1090,1122,17,3,3
1345,1378,21,10,24
16,39,19,7,13
1266,1336,8,26,24
1219,1236,17,20,19
369,398,22,19,28
181,238,28,16,19
193,259,1,25,6
1385,1411,6,13,25
1432,1486,27,14,27
6,32,18,6,9
316,319,18,16,26
1391,1420,19,22,6
1149,1162,6,3,10
513,544,22,16,29
1084,1149,10,28,7
483,511,13,2,14
191,232,1,19,21
1204,1234,15,1,9
1191,1251,23,5,22
699,728,11,20,22
1423,1464,11,23,28
268,327,15,30,20
806,860,22,8,26
1099,1149,25,11,26
1437,1473,18,5,23
147,155,12,18,3
1384,1400,16,11,31
981,983,14,12,22
166,200,14,22,28
370,386,24,27,9
1301,1333,21,7,13
486,518,17,24,8
933,960,20,7,12
849,882,17,22,11
615,626,24,23,26
1112,1192,26,5,28
687,713,18,6,30
1181,1237,27,16,8
749,749,22,22,27
532,612,1,29,16
232,268,13,5,6
857,938,27,1,3
653,664,16,17,30
56,101,11,22,13
548,630,1,28,2
167,174,5,3,23
1071,1128,23,1,5
771,797,9,20,10
562,564,24,25,1
77,95,1,7,25
599,619,14,6,16
540,616,2,27,28
96,126,15,1,12
991,1044,13,29,22
455,466,4,1,29
279,287,17,14,11
1072,1086,8,10,10
1384,1394,5,1,2
63,66,14,15,23
1271,1320,25,10,13
298,383,28,5,11
82,144,30,14,17
1086,1106,29,25,2
117,181,3,24,12
1018,1061,8,21,15
709,761,2,23,5
403,413,20,21,25
594,611,29,27,1
466,510,5,19,1
661,684,8,4,5
808,823,16,20,6
455,502,9,25,2
1282,1368,3,30,9
842,902,5,23,12
851,877,8,13,1
686,702,3,9,2
725,753,6,11,18
556,615,25,8,24
507,529,12,3,14
650,714,22,5,21
233,280,17,28,13
175,220,20,1,17
1204,1209,15,17,4
9,78,5,25,1
421,438,26,25,29
853,871,20,14,24
619,627,13,12,16
245,305,23,5,12
589,594,14,16,9
582,608,13,8,13
1042,1074,23,30,13
463,483,29,25,25
774,851,3,29,10
589,591,12,14,12
486,536,10,24,3
1059,1134,28,8,16
107,135,20,10,23
139,198,25,6,13
945,996,27,15,26
28,48,23,26,26
1122,1160,3,19,24
1077,1119,16,24,2
1292,1312,4,9,10
406,433,21,26,10
783,811,18,2,11
410,431,7,5,4
1019,1058,29,19,9
92,144,15,28,22
1300,1363,28,9,6
1435,1446,24,23,12
447,462,11,7,28
743,749,9,12,10
721,767,17,27,3
1040,1104,28,7,28
1340,1390,8,23,26
536,598,27,9,1
707,731,10,19,20
168,207,25,14,17
1225,1247,5,10,28
1363,1402,23,7,2
1399,1435,19,2,27
564,564,21,21,22
648,676,6,11,20
775,810,11,4,28
926,990,24,3,27
841,874,13,1,11
12,31,10,1,16
1074,1096,24,29,15
1288,1335,25,9,8
458,476,10,17,26
103,103,6,6,16
1065,1138,29,8,28
403,438,17,1,21
226,264,25,18,6
1424,1467,6,21,18
451,508,16,28,11
726,741,25,27,2
1303,1342,25,14,8
645,662,20,23,30
1075,1091,11,10,13
814,856,22,9,7
843,873,3,11,12
132,162,21,29,5
185,199,19,14,13
1074,1096,10,5,1
900,900,11,11,21
1320,1363,21,6,4
49,103,27,14,24
612,682,6,26,24
753,807,27,13,7
75,116,28,19,8
882,944,29,7,23
1261,1269,6,4,25
900,934,19,6,13
944,944,2,2,17
1414,1428,13,9,30
1402,1414,7,15,10
285,311,12,4,20
632,642,12,17,29
605,617,7,15,2
1391,1406,17,21,7
847,847,28,28,8
1147,1231,30,2,6
1101,1117,12,19,9
1070,1110,2,20,15
402,413,23,24,13
1109,1130,8,2,30
179,271,30,5,27
593,622,3,16,31
509,515,16,15,21
322,358,4,17,19
248,280,12,23,20
829,850,10,4,29
293,309,19,23,12
1376,1410,22,13,26
690,720,14,23,30
273,289,10,18,2
861,876,3,7,24
814,824,5,4,9
744,764,12,2,17
199,237,23,9,31
369,372,13,15,25
661,681,25,29,8
924,927,29,26,25
974,1008,18,4,11
340,377,22,30,5
191,197,19,17,2
238,263,16,21,28
359,414,13,28,23
435,457,5,9,18
938,955,6,5,6
1096,1142,20,4,10
1275,1345,9,30,16
132,166,19,8,3
606,614,18,17,9
477,483,18,13,31
226,246,12,20,13
233,235,24,25,27
550,553,15,18,10
779,821,19,4,9
989,1014,28,23,6
299,301,2,3,13
1299,1360,18,30,26
542,620,3,27,4
980,988,28,29,14
308,389,27,1,13
904,987,28,4,28
169,251,1,28,22
1356,1404,19,30,31
110,110,3,3,5
71,77,19,17,23
270,303,15,5,22
1058,1107,18,26,31
1325,1356,25,17,8
1411,1416,4,3,1
148,168,9,4,25
1241,1266,15,2,9
1436,1457,8,2,3
1216,1216,16,16,30
248,309,30,18,22
404,437,11,1,25
230,276,17,27,10
1209,1235,13,6,5
1147,1224,3,29,2
106,107,10,7,25
8,19,15,9,23
26,53,26,21,30
1051,1077,18,6,18
1138,1141,15,13,25
81,161,29,1,11
229,236,4,2,29
251,270,1,10,10
696,778,1,28,25
795,814,8,3,16
527,557,21,29,27
56,96,27,19,30
369,395,12,4,27
588,672,5,27,8
690,738,7,25,25
509,528,3,8,8
6,80,6,27,30
184,216,7,21,24
895,910,7,18,1
780,863,29,5,10
864,872,2,5,19
1349,1371,23,17,25
236,260,23,27,4
339,355,22,24,29
1343,1363,14,8,20
32,35,15,13,16
698,751,29,13,2
1146,1187,1,19,27
191,223,1,16,15
635,696,25,2,31
435,486,11,24,26
612,626,19,13,28
985,1044,6,25,2
1116,1149,11,1,22
95,111,9,17,13
1263,1330,4,25,6
1272,1336,24,3,17
1376,1468,5,30,12
1437,1444,3,5,14
711,738,2,16,5
943,980,20,26,28
881,906,16,6,1
1015,1048,11,1,25
1316,1350,18,4,25
1169,1183,9,13,21
1320,1395,28,8,25
1136,1178,28,20,2
205,241,5,11,14
438,480,12,24,1
594,601,13,16,21
513,524,9,15,21
102,141,30,21,14
979,1026,21,3,15
431,433,3,2,13
318,340,10,5,29
815,849,22,14,7
354,418,12,30,7
800,815,25,27,13
182,204,12,3,16
190,242,29,18,2
1200,1215,6,2,26
139,163,30,24,19
157,207,14,26,25
151,207,27,16,14
1254,1271,13,11,3
700,708,14,9,14
614,642,14,4,4
1263,1293,11,3,27
158,177,8,3,4
470,503,1,11,8
1323,1369,20,4,30
65,117,2,23,10
1054,1126,2,26,28
56,103,9,25,11
1362,1400,18,25,21
32,32,27,27,12
1237,1264,14,1,1
715,741,25,20,30
241,321,5,26,18
473,501,22,18,27
1094,1116,25,28,6
329,345,13,10,18
974,1002,17,6,27
22,42,23,26,11
993,1029,19,26,29
1055,1118,27,7,7
1395,1428,15,5,3
135,146,15,9,27
1308,1336,10,20,19
187,202,7,11,3
1034,1106,26,2,25
1177,1199,29,24,2
259,269,14,10,20
967,983,9,17,28
555,555,5,5,14
1253,1284,26,22,27
168,170,24,25,31
519,521,12,14,13
1061,1061,4,4,12
658,678,4,9,26
937,991,22,6,30
166,185,1,9,23
914,944,14,23,30
1125,1125,9,9,26
1191,1205,19,13,13
983,1024,28,19,24
1030,1042,15,7,4
271,299,13,2,22
376,418,4,19,29
290,317,16,2,19
99,114,2,6,5
320,378,3,22,3
1432,1444,9,8,13
235,264,11,20,5
80,82,24,25,5
337,356,26,30,10
1411,1444,18,1,29
693,713,4,7,23
1102,1129,20,7,14
900,926,20,25,12
1300,1332,21,28,20
631,632,10,7,14
858,873,16,20,20
66,83,11,18,19
560,594,19,8,18
716,766,26,14,29
475,503,10,20,3
314,319,15,17,26
892,931,21,30,26
7,22,7,18,27
1280,1330,10,24,24
143,173,15,1,4
830,842,15,7,21
222,239,16,19,2
1386,1468,27,4,24
656,708,28,15,7
604,627,19,7,20
987,1013,18,6,23
1130,1152,14,2,7
646,714,4,24,9
1342,1407,10,28,4
592,607,13,7,24
242,309,4,25,7
751,787,5,11,8
975,1029,3,23,27
312,326,9,13,1
965,997,12,23,26
606,674,24,4,25
1007,1027,4,7,22
185,217,17,3,22
1235,1298,3,25,7
377,382,2,1,2
833,907,6,27,27
235,246,11,14,10
617,657,2,20,2
1018,1074,27,12,4
1125,1180,28,13,8
1162,1198,12,22,28
575,613,9,23,8
362,400,25,18,14
787,821,22,29,10
806,827,8,2,30
441,482,27,20,9
1291,1363,2,26,14
397,407,21,20,21
244,280,15,25,4
1102,1142,10,23,11
1113,1130,18,11,16
1164,1247,28,4,5
1281,1334,14,29,8
64,104,10,23,11
25,43,20,19,25
575,578,18,15,19
986,1000,25,22,7
814,829,17,21,24
372,394,21,18,6
1422,1433,17,16,10
334,393,8,25,28
1081,1156,8,28,11
720,749,11,20,3
1368,1434,11,28,9
706,721,18,7,17
29,60,22,15,20
325,351,18,8,20
396,419,30,25,18
941,1002,1,22,18
950,970,22,21,13
1174,1208,11,21,24
601,631,13,3,12
1308,1383,6,28,31
706,728,17,23,18
1034,1074,20,2,3
6,40,13,4,23
1034,1079,29,17,3
1350,1366,10,3,11
1162,1179,17,7,18
24,79,13,28,5
480,557,3,29,6
1370,1412,4,19,22
277,320,6,21,27
1200,1237,30,22,15
1243,1251,18,17,28
1017,1033,13,10,29
586,596,14,10,4
1259,1317,4,23,22
471,553,30,6,11
236,264,17,6,19
884,903,30,26,10
1337,1354,22,23,31
1134,1175,19,1,10
874,933,30,15,26
3,23,4,9,31
1424,1438,18,9,1
653,682,11,20,6
491,530,25,14,8
123,128,26,28,2
294,369,29,2,17
534,556,10,5,21
1116,1163,3,21,13
1366,1381,8,6,17
116,168,12,26,7
631,698,24,1,19
799,802,18,15,10
1107,1112,15,12,2
253,330,26,1,31
139,167,20,10,17
551,597,17,27,21
1348,1422,26,3,4
1256,1293,22,30,27
411,427,19,12,25
325,367,20,28,3
748,812,30,16,21
848,862,18,19,28
769,771,14,12,15
940,945,1,2,28
1277,1340,25,3,21
161,202,12,25,4
1030,1064,6,19,3
1321,1346,19,11,19
131,147,22,20,6
595,595,22,22,3
468,476,13,12,2
1083,1113,13,3,15
565,601,22,12,18
978,1010,17,3,7
1208,1225,20,17,24
460,468,2,5,19
1428,1428,16,16,3
1274,1339,28,10,12
1411,1440,23,18,22
1400,1441,19,28,11
439,456,26,25,27
1325,1374,24,7,6
1005,1024,30,26,2
310,334,23,27,7
952,1011,7,26,13
1013,1041,10,20,1
736,752,9,17,5
956,990,4,13,22
1302,1325,29,23,30
325,344,17,11,15
1425,1472,9,25,4
429,479,21,1,19
1143,1162,24,26,21
499,522,21,13,31
348,372,28,24,4
1289,1299,1,5,30
685,692,2,4,16
718,782,3,24,18
753,784,22,15,8
1324,1397,30,11,12
179,201,14,2,29
222,296,8,27,17
562,582,22,21,6
1129,1181,28,15,25
96,104,28,29,16
1328,1409,29,4,3
1243,1254,23,24,31
1413,1493,29,1,5
944,955,19,15,5
369,443,6,27,22
1334,1361,20,24,26
195,253,9,26,12
1028,1073,1,20,11
469,495,5,8,25
824,885,25,2,10
83,122,24,18,2
932,955,21,13,27
1196,1216,12,2,6
1062,1080,20,19,8
2,13,1,4,14
828,842,2,10,13
249,271,12,3,7
425,441,20,22,26
1437,1465,17,6,18
621,636,2,6,16
831,853,5,10,19
1422,1434,20,18,24
756,809,29,14,3
429,436,12,7,19
857,909,28,15,11
139,170,22,16,11
825,825,14,14,18
1343,1354,16,17,11
121,140,24,26,21
1356,1388,21,28,7
745,777,17,3,24
1043,1095,2,23,7
711,732,8,2,7
923,942,9,1,9
1308,1336,18,2,24
175,186,1,4,6
297,310,6,3,6
631,693,29,7,19
1147,1173,8,1,7
796,803,2,4,14
552,636,30,2,23
857,905,7,25,15
775,815,19,27,3
276,292,18,10,4
611,627,12,19,24
846,874,2,11,19
1267,1267,26,26,19
919,1001,6,30,21
479,532,21,5,23
19,57,20,8,29
116,141,19,25,16
403,413,4,5,2
823,878,29,12,13
327,376,26,18,2
572,617,17,29,1
1218,1268,23,8,31
398,405,5,3,8
298,346,19,30,27
869,889,27,26,2
171,201,15,1,7
764,794,3,11,29
1029,1031,24,25,2
370,420,11,25,14
132,189,28,12,11
707,741,22,13,6
33,33,23,23,21
1355,1423,4,24,25
167,191,10,19,15
1428,1483,29,16,9
290,326,26,19,20
1236,1314,4,26,26
762,776,9,2,19
1276,1302,8,1,2
1397,1461,27,10,9
494,502,17,14,11
554,606,15,28,28
430,475,29,17,5
1350,1356,16,15,4
1004,1034,29,21,17
1334,1388,23,3,3
666,679,2,7,3
1349,1394,20,1,18
237,242,15,12,10
76,116,13,24,7
390,414,24,30,20
855,897,12,24,9
1223,1270,15,26,21
829,837,17,13,10
846,846,26,26,27
1406,1422,17,9,5
442,471,19,22,23
435,509,27,6,30
87,93,14,18,5
362,395,18,1,17
1128,1144,9,11,1
920,948,5,12,18
1202,1283,27,1,19
374,389,15,20,11
1399,1414,21,17,25
472,498,18,6,21
955,987,7,21,18
1387,1410,23,29,20
899,930,16,22,11
1239,1256,24,21,17
164,234,8,26,18
527,563,15,25,20
460,476,25,21,14
90,124,18,4,15
79,156,26,1,1
77,150,29,6,22
742,777,16,5,23
211,278,1,24,30
173,199,20,9,10
545,625,29,1,2
231,288,1,23,11
789,868,3,28,11
1303,1337,13,22,8
281,312,22,26,9
870,943,11,30,8
1377,1390,6,7,17
189,203,19,14,16
500,536,19,2,7
717,758,1,19,9
1020,1088,4,24,18
1143,1203,24,6,11
210,253,6,21,2
344,398,3,23,31
264,290,6,18,23
728,757,22,19,2
550,613,28,9,26
541,561,26,27,13
305,315,5,1,13
813,865,26,12,18
1362,1402,10,23,7
627,677,21,1,4
422,424,12,14,31
1308,1328,23,26,2
1026,1031,3,4,2
1242,1276,13,22,17
235,285,10,24,22
1048,1090,20,3,21
432,438,14,13,12
656,678,14,2,4
1274,1310,19,26,5
118,148,14,23,28
378,412,4,13,29
30,60,15,1,6
458,492,22,29,1
1172,1213,28,19,13
435,461,20,9,23
204,241,20,26,18
605,632,26,21,6
112,124,9,6,21
127,134,16,13,29
1432,1451,26,30,3
1107,1128,2,8,24
384,399,16,20,17
1149,1164,13,7,26
1194,1219,1,12,14
856,863,4,2,23
1357,1379,17,23,2
169,182,11,12,30
1129,1183,17,30,25
1061,1086,15,2,29
215,293,27,3,1
875,908,1,13,6
868,891,8,15,25
1234,1252,12,8,13
988,1028,24,13,31
1232,1238,19,17,2
605,641,13,5,6
1284,1284,15,15,20
1432,1455,8,15,10
738,757,11,17,15
604,645,19,28,10
1286,1367,4,29,6
365,384,11,17,23
1192,1231,14,25,9
268,295,1,14,21
704,714,12,17,18
774,851,28,2,23
1182,1266,27,5,19
456,481,1,12,22
859,868,21,19,26
191,229,25,18,7
286,294,27,30,11
230,261,22,26,11
1050,1060,5,4,9
1257,1294,15,24,27
1398,1445,28,17,26
1012,1062,8,23,2
1143,1159,10,18,15
860,891,26,22,12
1385,1419,14,22,28
487,493,13,18,7
1360,1377,17,7,13
1364,1397,22,17,29
1177,1190,11,12,30
164,172,13,12,31
1294,1326,7,21,29
984,984,28,28,8
931,979,19,30,28
1365,1413,30,19,28
1431,1465,6,19,27
187,227,2,20,12
834,862,10,20,19
404,470,1,25,17
23,49,13,8,24
217,240,15,6,5
602,624,23,17,24
1303,1313,21,20,8
803,836,11,1,28
621,671,1,21,23
481,497,11,9,26
371,411,20,29,2
72,90,13,20,6
1078,1098,21,15,11
100,162,2,24,13
318,335,26,25,23
1168,1196,13,2,13
445,467,23,17,3
1173,1176,15,13,26
64,146,4,27,10
51,108,1,23,31
388,441,18,27,14
413,418,1,2,11
1083,1083,16,16,8
189,233,22,10,30
1223,1277,8,22,27
1198,1214,24,27,6
772,829,1,23,30
979,1024,2,21,17
440,490,13,26,12
304,369,27,11,3
1071,1095,23,27,7
291,298,12,16,4
33,72,21,30,18
770,784,8,10,30
153,198,22,11,25
776,783,3,1,26
931,955,23,27,29
106,153,26,15,10
538,589,15,27,10
725,763,17,5,2
320,366,20,4,14
1229,1249,15,21,30
112,156,5,19,21
1090,1147,28,16,13
516,538,21,18,22
568,596,6,17,10
1426,1465,7,23,20
1371,1379,2,5,11
644,657,11,12,9
1393,1396,18,15,21
1238,1246,18,17,4
1219,1221,10,9,26
802,834,24,17,23
1070,1070,30,30,13
859,879,22,21,5
1417,1444,23,15,31
1338,1393,29,16,6
1178,1223,21,2,6
994,1010,3,10,8
306,376,26,8,28
1007,1048,19,28,19
962,962,16,16,5
78,104,13,8,5
840,902,30,13,31
682,695,11,12,25
148,156,12,18,28
187,196,25,23,19
501,525,27,23,27
1023,1082,7,26,30
704,762,22,3,24
1302,1320,12,8,29
490,563,6,29,6
393,408,7,3,30
1216,1257,28,19,22
343,388,11,22,7
1407,1428,5,7,22
553,573,14,8,3
1112,1118,9,12,1
48,69,5,7,12
1377,1407,11,3,19
944,977,17,22,10
979,1049,5,24,1
788,812,28,24,19
236,260,27,23,2
680,696,11,10,7
687,739,15,28,19
1101,1111,12,17,3
1105,1168,7,27,1
1037,1055,20,19,3
301,349,7,25,6
1340,1387,26,15,9
942,990,19,30,31
856,873,19,16,6
222,276,8,22,6
1106,1129,25,30,10
844,860,9,3,13
71,101,17,2,3
280,300,27,26,23
602,626,27,23,28
19,33,28,30,22
600,657,28,16,22
369,402,21,10,20
906,948,9,22,6
1285,1327,24,12,13
900,916,23,19,20
840,845,15,17,5
20,42,29,24,10
780,787,21,23,5
1000,1008,18,17,6
753,792,25,13,12
577,592,28,27,27
1353,1417,10,27,5
941,1003,9,27,26
205,278,6,29,2
1323,1383,24,8,4
561,580,24,26,3
1133,1146,9,16,2
871,904,21,10,18
589,661,10,30,30
437,453,9,3,25
1415,1460,21,2,21
701,734,16,4,13
430,455,16,8,15
454,486,17,3,26
637,669,23,12,20
1239,1304,28,10,23
1318,1356,23,9,30
507,532,16,6,5
474,487,8,7,23
758,789,4,15,15
1222,1229,1,3,13
27,82,29,16,19
1283,1373,30,4,20
1158,1208,29,15,20
1439,1521,27,4,31
1215,1238,19,7,18
698,718,14,8,23
1235,1263,4,14,17
78,95,16,19,17
194,208,11,15,29
98,148,11,25,5
1167,1229,27,9,11
1119,1174,29,16,8
797,805,9,14,17
1168,1240,10,30,5
632,661,22,27,24
392,462,6,26,7
985,1010,19,25,21
499,545,27,17,15
1137,1154,23,22,9
600,625,21,12,7
628,650,24,29,24
939,961,25,28,12
780,780,26,26,9
1403,1405,9,10,19
1229,1255,25,20,17
1005,1005,12,12,18
238,243,15,17,13
960,994,19,8,26
1379,1385,16,15,18
1052,1110,3,22,6
161,179,8,12,29
1356,1365,21,19,23
61,78,27,29,21
955,1034,28,3,25
491,499,14,9,30
1087,1109,2,14,10
1253,1314,25,2,17
939,972,15,5,2
1292,1353,1,22,10
793,824,4,15,7
514,576,29,7,28
1222,1301,3,28,3
1438,1453,7,11,31
506,580,6,27,18
14,34,4,9,18
1141,1156,6,8,8
68,120,26,12,19
81,103,5,10,18
1283,1330,17,28,2
640,654,10,2,27
887,917,14,23,9
325,333,12,18,15
102,118,10,13,31
481,552,7,30,10
140,230,30,4,3
977,982,12,15,3
1268,1297,23,18,26
206,223,6,5,15
363,369,13,14,7
1180,1244,12,30,29
1019,1039,27,26,26
1034,1040,14,13,27
981,1067,30,3,6
437,472,11,4,2
819,830,9,15,15
75,149,6,27,1
1398,1413,18,7,13
464,497,4,16,29
396,453,28,12,9
386,427,19,1,16
497,529,24,17,14
1290,1302,8,9,15
456,470,7,16,25
37,100,25,3,14
1349,1428,28,3,30
1315,1322,13,16,11
1247,1276,20,11,22
1295,1308,15,10,23
833,854,4,10,4
1357,1419,22,4,6
185,236,11,24,22
78,153,29,2,16
999,1051,2,23,1
847,928,4,29,1
660,682,24,29,13
65,114,24,7,9
226,248,14,2,10
1103,1145,28,20,2
503,537,19,8,9
86,154,4,24,18
12,66,27,13,30
949,968,1,10,1
699,717,20,13,22
140,158,13,20,21
375,434,26,7,11
816,858,22,9,19
350,378,2,11,14
787,803,9,11,19
634,676,4,19,4
432,447,21,17,12
1319,1369,1,21,17
1072,1072,25,25,21
1159,1192,21,10,17
1381,1394,6,3,12
89,151,13,30,24
297,324,20,7,3
263,283,2,12,4
60,94,22,29,19
771,805,19,8,20
1241,1264,23,29,14
91,106,15,20,16
785,798,7,8,7
41,65,3,14,11
202,229,24,20,5
572,634,22,4,22
1270,1308,25,18,18
441,459,20,14,18
623,682,15,30,23
1089,1164,2,29,25
942,965,23,29,1
384,387,18,16,4
585,611,19,24,22
748,776,14,4,9
172,247,28,8,7
252,292,23,10,25
877,915,20,6,24
1107,1114,21,23,11
617,665,5,20,2
3,3,20,20,5
486,541,16,29,26
356,430,8,27,28
793,801,17,14,22
1034,1039,4,3,19
305,332,16,2,8
577,604,7,20,30
696,728,3,17,15
63,118,14,28,7
20,31,15,9,12
135,195,26,10,3
404,422,8,12,30
1215,1237,10,5,5
922,987,27,11,31
1017,1079,7,29,22
287,304,27,29,20
819,822,18,16,13
464,473,19,21,22
1011,1043,24,17,9
404,415,14,11,29
1407,1470,27,7,14
1095,1111,9,17,28
933,969,4,17,12
934,997,28,9,26
1355,1405,26,14,24
1102,1129,16,2,10
1085,1149,16,30,21
826,854,18,22,14
300,354,14,27,30
898,948,25,11,16
1065,1084,10,1,15
729,763,19,6,10
1049,1060,17,16,26
567,592,12,21,9
1078,1110,23,30,10
729,759,18,3,19
946,962,9,3,9
815,845,14,23,14
464,518,30,17,6
777,814,26,20,23
1303,1357,22,8,20
366,371,4,3,4
971,1004,1,13,21
1381,1422,19,28,2
868,897,3,16,29
203,267,10,27,12
62,62,13,13,4
1329,1349,12,20,22
788,841,5,21,8
362,386,19,10,29
805,872,25,4,28
1007,1037,3,11,23
1290,1326,19,2,25
1048,1060,6,9,25
1118,1126,12,10,21
1207,1230,7,19,11
548,564,20,22,22
105,106,9,7,28
446,490,10,22,17
289,311,2,14,26
1252,1305,14,29,16
396,419,6,15,2
1070,1112,16,24,26
513,535,17,23,6
455,470,2,6,22
1395,1469,27,6,9
104,178,3,26,13
1016,1044,11,6,12
1159,1221,13,30,8
503,530,15,3,4
346,419,29,8,15
439,470,27,21,13
1057,1110,5,21,14
383,437,13,27,29
127,164,26,20,3
286,305,11,17,16
1044,1071,1,14,2
501,501,9,9,2
1024,1078,22,6,8
954,1019,10,28,14
1070,1135,28,10,7
1053,1126,29,6,29
765,776,1,4,29
636,677,12,25,1
1403,1476,30,11,6
890,933,7,22,5
983,985,24,25,18
621,621,21,21,4
384,438,22,6,3
942,1011,25,5,10
969,1054,5,28,4
756,783,2,16,11
0,42,20,3,5
177,232,16,29,5
1328,1342,13,19,5
811,874,28,9,14
100,130,15,1,22
549,572,15,6,26
1316,1366,15,29,11
857,907,23,8,2
588,604,11,16,7
825,825,29,29,26
1401,1414,7,6,7
1183,1235,23,2,25
282,305,21,14,1
738,755,18,11,27
1229,1248,26,30,9
715,789,3,26,16
279,305,5,8,16
647,650,13,15,6
339,383,10,22,7
1280,1282,25,24,31
413,456,6,21,18
426,432,18,14,7
512,573,26,11,7
29,39,20,21,29
176,205,16,3,7
87,149,14,30,15
486,486,7,7,21
446,467,5,7,22
576,599,29,23,9
520,593,29,6,9
300,341,25,12,16
902,903,9,7,24
400,417,21,24,8
162,162,30,30,11
162,178,3,10,5
1329,1384,13,28,30
960,977,16,19,21
345,406,18,30,22
328,373,11,22,10
388,452,11,29,28
620,625,2,1,25
621,635,9,2,27
970,988,7,1,29
892,910,19,20,11
1251,1309,22,3,1
688,766,3,27,2
1148,1178,21,29,12
1429,1445,24,27,3
1102,1126,3,14,15
1261,1314,13,29,8
228,244,25,21,21
1001,1009,12,18,18
